Winner,title_bout,no_of_rounds,B_current_lose_streak,B_current_win_streak,B_draw,B_avg_BODY_att,B_avg_BODY_landed,B_avg_CLINCH_att,B_avg_CLINCH_landed,B_avg_DISTANCE_att,B_avg_DISTANCE_landed,B_avg_GROUND_att,B_avg_GROUND_landed,B_avg_HEAD_att,B_avg_HEAD_landed,B_avg_KD,B_avg_LEG_att,B_avg_LEG_landed,B_avg_PASS,B_avg_REV,B_avg_SIG_STR_att,B_avg_SIG_STR_landed,B_avg_SIG_STR_pct,B_avg_SUB_ATT,B_avg_TD_att,B_avg_TD_landed,B_avg_TD_pct,B_avg_TOTAL_STR_att,B_avg_TOTAL_STR_landed,B_longest_win_streak,B_losses,B_avg_opp_BODY_att,B_avg_opp_BODY_landed,B_avg_opp_CLINCH_att,B_avg_opp_CLINCH_landed,B_avg_opp_DISTANCE_att,B_avg_opp_DISTANCE_landed,B_avg_opp_GROUND_att,B_avg_opp_GROUND_landed,B_avg_opp_HEAD_att,B_avg_opp_HEAD_landed,B_avg_opp_KD,B_avg_opp_LEG_att,B_avg_opp_LEG_landed,B_avg_opp_PASS,B_avg_opp_REV,B_avg_opp_SIG_STR_att,B_avg_opp_SIG_STR_landed,B_avg_opp_SIG_STR_pct,B_avg_opp_SUB_ATT,B_avg_opp_TD_att,B_avg_opp_TD_landed,B_avg_opp_TD_pct,B_avg_opp_TOTAL_STR_att,B_avg_opp_TOTAL_STR_landed,B_total_rounds_fought,B_total_time_fought(seconds),B_total_title_bouts,B_win_by_Decision_Majority,B_win_by_Decision_Split,B_win_by_Decision_Unanimous,B_win_by_KO/TKO,B_win_by_Submission,B_win_by_TKO_Doctor_Stoppage,B_wins,B_Height_cms,B_Reach_cms,B_Weight_lbs,R_current_lose_streak,R_current_win_streak,R_draw,R_avg_BODY_att,R_avg_BODY_landed,R_avg_CLINCH_att,R_avg_CLINCH_landed,R_avg_DISTANCE_att,R_avg_DISTANCE_landed,R_avg_GROUND_att,R_avg_GROUND_landed,R_avg_HEAD_att,R_avg_HEAD_landed,R_avg_KD,R_avg_LEG_att,R_avg_LEG_landed,R_avg_PASS,R_avg_REV,R_avg_SIG_STR_att,R_avg_SIG_STR_landed,R_avg_SIG_STR_pct,R_avg_SUB_ATT,R_avg_TD_att,R_avg_TD_landed,R_avg_TD_pct,R_avg_TOTAL_STR_att,R_avg_TOTAL_STR_landed,R_longest_win_streak,R_losses,R_avg_opp_BODY_att,R_avg_opp_BODY_landed,R_avg_opp_CLINCH_att,R_avg_opp_CLINCH_landed,R_avg_opp_DISTANCE_att,R_avg_opp_DISTANCE_landed,R_avg_opp_GROUND_att,R_avg_opp_GROUND_landed,R_avg_opp_HEAD_att,R_avg_opp_HEAD_landed,R_avg_opp_KD,R_avg_opp_LEG_att,R_avg_opp_LEG_landed,R_avg_opp_PASS,R_avg_opp_REV,R_avg_opp_SIG_STR_att,R_avg_opp_SIG_STR_landed,R_avg_opp_SIG_STR_pct,R_avg_opp_SUB_ATT,R_avg_opp_TD_att,R_avg_opp_TD_landed,R_avg_opp_TD_pct,R_avg_opp_TOTAL_STR_att,R_avg_opp_TOTAL_STR_landed,R_total_rounds_fought,R_total_time_fought(seconds),R_total_title_bouts,R_win_by_Decision_Majority,R_win_by_Decision_Split,R_win_by_Decision_Unanimous,R_win_by_KO/TKO,R_win_by_Submission,R_win_by_TKO_Doctor_Stoppage,R_wins,R_Height_cms,R_Reach_cms,R_Weight_lbs,B_age,R_age,weight_class_Bantamweight,weight_class_Catch Weight,weight_class_Featherweight,weight_class_Flyweight,weight_class_Heavyweight,weight_class_Light Heavyweight,weight_class_Lightweight,weight_class_Middleweight,weight_class_Open Weight,weight_class_Welterweight,weight_class_Women's Bantamweight,weight_class_Women's Featherweight,weight_class_Women's Flyweight,weight_class_Women's Strawweight,B_Stance_Open Stance,B_Stance_Orthodox,B_Stance_Sideways,B_Stance_Southpaw,B_Stance_Switch,R_Stance_Open Stance,R_Stance_Orthodox,R_Stance_Southpaw,R_Stance_Switch
Blue,False,3,1.0,0.0,0.0,6.0,4.4,6.8,3.8,54.6,21.2,17.2,15.8,71.0,35.2,0.4,1.6,1.2,0.2,0.0,78.6,40.8,0.5,0.2,0.6,0.2,0.1,92.0,52.4,1.0,3.0,8.4,6.2,4.0,2.4,49.4,20.4,2.6,2.0,37.6,9.2,0.2,10.0,9.4,0.2,0.0,56.0,24.8,0.4320000000000001,0.8,2.0,0.6,0.34,59.2,27.8,9.0,413.6,0.0,0.0,0.0,1.0,0.0,1.0,0.0,2.0,167.64,170.18,135.0,3.0,0.0,0.0,20.666666666666668,11.333333333333336,9.733333333333333,6.2666666666666675,137.33333333333334,45.93333333333333,4.4,2.7333333333333334,116.33333333333331,33.13333333333333,0.26666666666666666,14.466666666666667,10.466666666666667,0.9333333333333332,0.0,151.46666666666667,54.93333333333333,0.3793333333333333,0.3333333333333333,3.333333333333333,1.4666666666666666,0.282,166.73333333333332,69.0,7.0,6.0,15.666666666666664,10.466666666666667,7.533333333333332,5.2,124.0,47.6,4.533333333333333,3.466666666666667,111.26666666666668,38.46666666666667,0.2,9.133333333333333,7.333333333333332,0.2,0.0,136.06666666666666,56.26666666666666,0.37799999999999995,0.13333333333333333,2.6,0.2,0.15,154.4,73.13333333333334,46.0,857.1333333333333,6.0,0.0,0.0,4.0,2.0,3.0,0.0,9.0,167.64,177.8,135.0,33.0,32.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
Blue,False,3,0.0,1.0,0.0,6.5,4.5,3.0,2.0,88.0,23.0,8.0,6.0,86.0,20.0,0.0,6.5,6.5,0.5,0.5,99.0,31.0,0.44,0.0,1.0,0.5,0.25,142.0,62.0,1.0,1.0,11.0,6.5,2.0,0.5,58.0,24.5,1.5,1.0,43.5,13.0,0.0,7.0,6.5,1.0,0.0,61.5,26.0,0.375,0.5,2.0,0.5,0.5,78.5,39.5,4.0,516.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,165.1,160.02,115.0,0.0,2.0,0.0,17.5,12.0,19.5,16.5,93.0,38.0,9.0,7.5,101.0,47.0,0.0,3.0,3.0,1.0,0.0,121.5,62.0,0.56,0.5,4.5,2.5,0.31,147.5,81.0,2.0,0.0,15.5,13.0,23.0,19.5,68.0,33.0,10.0,6.5,72.0,33.0,0.0,13.5,13.0,1.0,0.5,101.0,59.0,0.625,0.0,5.5,1.0,0.225,143.5,97.5,5.0,707.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,2.0,157.48000000000005,160.02,115.0,27.0,28.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0
Red,False,3,0.0,1.0,0.0,8.5,6.909090909090909,6.2727272727272725,5.227272727272728,40.59090909090909,21.954545454545453,8.272727272727273,6.454545454545454,37.40909090909091,18.90909090909091,0.8181818181818182,9.227272727272727,7.8181818181818175,0.13636363636363635,0.045454545454545456,55.13636363636363,33.63636363636363,0.6513636363636365,0.2727272727272727,0.18181818181818185,0.13636363636363635,0.13636363636363635,64.9090909090909,42.27272727272727,16.0,5.0,5.2727272727272725,3.0454545454545454,5.545454545454546,3.0454545454545454,48.40909090909091,15.181818181818182,11.954545454545455,7.045454545454546,51.63636363636363,15.909090909090908,0.13636363636363635,9.0,6.3181818181818175,0.8181818181818182,0.045454545454545456,65.9090909090909,25.272727272727273,0.3490909090909091,0.18181818181818185,3.4545454545454546,0.8181818181818182,0.23636363636363636,97.54545454545456,52.59090909090909,55.0,639.9545454545455,13.0,0.0,0.0,3.0,11.0,3.0,0.0,17.0,187.96,195.58,185.0,0.0,4.0,0.0,14.5,12.0,11.75,9.5,94.75,48.75,2.5,2.0,77.0,34.0,1.0,17.5,14.25,0.5,0.0,109.0,60.25,0.565,0.25,0.75,0.0,0.0,119.0,69.75,4.0,0.0,7.0,3.75,7.75,4.75,88.75,22.5,0.5,0.5,79.5,15.5,0.0,10.5,8.5,0.75,0.0,97.0,27.75,0.2975,0.0,10.0,1.5,0.15250000000000002,108.0,37.0,11.0,802.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0,4.0,193.04,203.2,185.0,43.0,29.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
Blue,False,3,0.0,2.0,0.0,11.5,8.0,7.5,6.0,69.5,23.0,1.0,0.5,61.0,16.0,0.0,5.5,5.5,3.0,0.5,78.0,29.5,0.4,0.5,13.5,4.5,0.315,91.5,41.0,2.0,0.0,13.5,10.5,19.0,10.5,130.0,39.5,3.0,1.5,130.5,34.5,0.5,8.0,6.5,0.0,0.0,152.0,51.5,0.365,0.0,12.0,4.0,0.635,170.0,68.5,6.0,900.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0,167.64,175.26,135.0,0.0,3.0,0.0,5.6,3.8666666666666663,2.1333333333333333,1.2666666666666666,38.0,11.866666666666667,6.533333333333332,5.066666666666666,36.4,10.8,0.0,4.666666666666667,3.533333333333333,2.933333333333333,0.3333333333333333,46.66666666666666,18.2,0.47,1.4,6.2,2.2666666666666666,0.3573333333333334,85.13333333333334,51.73333333333333,4.0,4.0,3.6,2.933333333333333,1.3333333333333333,0.9333333333333332,21.6,8.4,5.7333333333333325,4.733333333333333,21.73333333333333,8.8,0.0,3.333333333333333,2.333333333333333,1.1333333333333333,0.3333333333333333,28.66666666666667,14.066666666666665,0.4466666666666667,0.26666666666666666,1.3333333333333333,1.0,0.4606666666666666,64.33333333333333,45.6,36.0,645.4,0.0,0.0,1.0,4.0,0.0,6.0,0.0,11.0,167.64,170.18,135.0,26.0,34.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
Red,False,3,0.0,1.0,0.0,27.0,17.0,14.0,11.0,83.0,36.0,8.0,5.0,65.0,25.0,0.0,13.0,10.0,1.0,2.0,105.0,52.0,0.49,6.0,1.0,0.0,0.0,204.0,134.0,1.0,0.0,11.0,10.0,5.0,2.0,51.0,29.0,14.0,14.0,47.0,28.0,0.0,12.0,7.0,4.0,0.0,70.0,45.0,0.64,0.0,7.0,4.0,0.57,108.0,79.0,3.0,900.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,165.1,167.64,125.0,0.0,2.0,0.0,7.5,4.5,8.0,2.5,65.0,21.0,10.0,7.5,73.5,24.5,0.0,2.0,2.0,1.0,0.0,83.0,31.0,0.36,1.0,3.0,0.0,0.0,99.0,47.0,2.0,0.0,12.5,8.5,4.0,3.5,52.0,21.5,0.5,0.0,41.0,14.5,0.0,3.0,2.0,0.0,0.0,56.5,25.0,0.495,0.5,0.5,0.5,0.5,65.0,32.5,4.0,490.5,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,170.18,172.72,125.0,23.0,23.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0
Red,False,3,1.0,0.0,0.0,6.6875,5.5,10.9375,7.75,53.4375,21.0625,2.5,1.625,53.9375,20.0625,0.4375,6.25,4.875,0.1875,0.0,66.875,30.4375,0.48625,0.0625,0.25,0.0625,0.0625,74.875,37.8125,4.0,6.0,12.4375,6.1875,6.75,4.5,61.9375,26.1875,0.3125,0.1875,45.0,15.0625,0.0625,11.5625,9.625,0.1875,0.0,69.0,30.875,0.47625,0.0,2.75,0.4375,0.10375,80.0,41.3125,34.0,570.0,0.0,0.0,2.0,2.0,5.0,1.0,0.0,10.0,187.96,190.5,205.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,14.0,2.0,24.0,15.0,36.0,16.0,0.0,2.0,1.0,9.0,2.0,38.0,17.0,0.44,4.0,1.0,1.0,1.0,75.0,49.0,1.0,0.0,6.0,5.0,1.0,1.0,18.0,8.0,3.0,3.0,16.0,7.0,0.0,0.0,0.0,3.0,1.0,22.0,12.0,0.54,0.0,7.0,3.0,0.42,57.0,45.0,3.0,891.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,187.96,187.96,205.0,32.0,22.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
Red,False,3,0.0,3.0,0.0,9.8,5.6,10.2,6.2,73.2,30.8,5.4,3.6,72.0,28.6,0.2,7.0,6.4,2.0,0.2,88.8,40.6,0.52,0.0,2.0,1.2,0.332,116.6,66.0,3.0,2.0,14.6,10.2,12.4,8.0,82.0,33.8,10.4,7.0,83.4,33.6,0.6,6.8,5.0,0.8,0.4,104.8,48.8,0.544,0.2,1.2,0.8,0.2,127.4,69.8,13.0,645.8,0.0,0.0,1.0,1.0,1.0,0.0,0.0,3.0,180.34,177.8,155.0,0.0,1.0,0.0,2.0,2.0,0.0,0.0,13.0,9.0,6.0,4.0,15.0,9.0,1.0,2.0,2.0,0.0,0.0,19.0,13.0,0.68,0.0,0.0,0.0,0.0,19.0,13.0,1.0,0.0,1.0,1.0,0.0,0.0,7.0,4.0,0.0,0.0,4.0,1.0,0.0,2.0,2.0,0.0,0.0,7.0,4.0,0.57,0.0,0.0,0.0,0.0,7.0,4.0,1.0,46.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,175.26,193.04,155.0,30.0,25.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
Red,False,3,0.0,1.0,0.0,16.0,11.333333333333336,9.666666666666666,6.0,74.33333333333333,31.0,7.333333333333332,6.0,74.66666666666667,31.33333333333333,0.0,0.6666666666666666,0.3333333333333333,0.6666666666666666,0.0,91.33333333333331,43.0,0.4366666666666667,0.0,3.6666666666666665,0.6666666666666666,0.38666666666666666,100.66666666666669,51.0,1.0,2.0,21.66666666666667,13.666666666666664,17.666666666666668,10.333333333333334,108.33333333333331,46.33333333333334,8.0,5.0,90.33333333333331,29.0,0.3333333333333333,22.0,19.0,0.3333333333333333,0.3333333333333333,134.0,61.66666666666666,0.44333333333333336,0.0,1.6666666666666667,1.0,0.5533333333333333,147.33333333333334,73.0,8.0,776.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,182.88,182.88,145.0,0.0,1.0,0.0,16.0,12.5,15.0,9.0,133.0,52.0,0.0,0.0,125.0,42.5,0.0,7.0,6.0,1.0,0.0,148.0,61.0,0.35,0.0,3.0,1.0,0.6,156.5,68.0,1.0,1.0,15.5,12.0,18.5,11.0,105.5,44.5,9.0,7.0,104.5,38.5,0.0,13.0,12.0,4.5,0.0,133.0,62.5,0.48,0.0,7.0,2.5,0.175,140.5,68.5,5.0,740.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,172.72,182.88,145.0,27.0,25.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
Blue,False,3,1.0,0.0,0.0,5.333333333333333,2.6666666666666665,1.3333333333333333,0.8333333333333334,52.33333333333334,16.5,19.83333333333333,14.0,61.16666666666666,23.33333333333333,0.0,7.0,5.333333333333333,5.333333333333333,0.8333333333333334,73.5,31.33333333333333,0.3833333333333333,1.1666666666666667,3.0,2.0,0.5916666666666667,123.33333333333331,77.5,3.0,3.0,6.0,3.5,2.5,2.1666666666666665,46.5,14.833333333333336,13.833333333333336,8.833333333333334,52.5,19.5,0.0,4.333333333333333,2.833333333333333,1.3333333333333333,1.6666666666666667,62.83333333333334,25.83333333333333,0.41,0.3333333333333333,3.333333333333333,0.8333333333333334,0.22166666666666668,86.16666666666669,46.16666666666666,16.0,787.6666666666665,0.0,0.0,1.0,0.0,0.0,2.0,0.0,3.0,175.26,185.42,135.0,2.0,0.0,0.0,10.75,6.375,4.125,2.25,65.625,28.0,6.875,4.5,56.125,19.375,0.875,9.75,9.0,0.5,0.0,76.625,34.75,0.4675,0.0,2.25,0.375,0.07250000000000001,83.375,40.625,2.0,5.0,10.75,7.625,7.0,5.375,70.0,29.625,4.5,2.875,60.5,22.125,0.25,10.25,8.125,1.375,0.0,81.5,37.875,0.4762500000000001,0.25,3.125,2.125,0.46,92.875,48.375,19.0,649.25,0.0,0.0,0.0,1.0,2.0,0.0,0.0,3.0,170.18,175.26,135.0,31.0,27.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
Blue,False,3,1.0,0.0,0.0,33.0,27.0,19.0,18.0,59.0,24.0,33.0,29.0,67.0,36.0,0.0,11.0,8.0,1.0,0.0,111.0,71.0,0.63,0.0,2.0,1.0,0.5,128.0,88.0,0.0,1.0,45.0,42.0,60.0,45.0,73.0,30.0,5.0,4.0,85.0,29.0,2.0,8.0,8.0,1.0,0.0,138.0,79.0,0.57,1.0,3.0,3.0,1.0,157.0,98.0,3.0,900.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,172.72,177.8,135.0,2.0,0.0,0.0,12.5,6.0,5.5,4.5,52.0,16.5,3.0,3.0,41.5,13.5,0.0,6.5,4.5,1.0,0.0,60.5,24.0,0.39,0.0,7.5,3.0,0.43,80.5,43.0,0.0,2.0,16.0,9.0,7.5,6.5,76.5,23.0,8.5,6.0,64.5,17.5,1.0,12.0,9.0,1.0,0.5,92.5,35.5,0.39,0.0,2.5,0.5,0.125,105.5,47.0,5.0,746.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,175.26,175.26,135.0,32.0,29.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
Blue,False,5,0.0,3.0,0.0,11.0,7.5,0.25,0.0,73.75,24.0,2.0,1.75,56.5,12.0,0.75,8.5,6.25,0.0,0.0,76.0,25.75,0.475,0.25,1.0,0.25,0.125,76.75,26.5,3.0,1.0,8.0,5.0,1.25,0.75,61.0,21.25,0.75,0.25,47.0,11.5,0.25,8.0,5.75,0.0,0.0,63.0,22.25,0.255,0.0,1.25,0.5,0.125,64.0,23.25,8.0,475.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,3.0,167.64,170.18,135.0,0.0,4.0,0.0,11.153846153846152,6.6923076923076925,6.384615384615384,3.8461538461538463,101.23076923076924,38.692307692307686,6.230769230769232,4.615384615384615,84.38461538461539,26.23076923076923,0.15384615384615385,18.30769230769231,14.230769230769232,0.8461538461538461,0.0,113.84615384615385,47.153846153846146,0.41769230769230775,0.15384615384615385,3.0,1.0,0.2538461538461539,124.3846153846154,57.07692307692307,7.0,2.0,12.769230769230768,7.384615384615384,2.9230769230769234,1.3846153846153846,101.6153846153846,29.0,0.07692307692307693,0.07692307692307693,77.92307692307692,13.230769230769232,0.07692307692307693,13.923076923076925,9.846153846153848,0.15384615384615385,0.0,104.6153846153846,30.461538461538463,0.3023076923076923,0.38461538461538464,2.4615384615384617,0.4615384615384616,0.0923076923076923,109.07692307692308,34.230769230769226,35.0,746.0,0.0,0.0,3.0,5.0,2.0,1.0,0.0,11.0,165.1,167.64,135.0,30.0,36.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
Red,False,3,0.0,2.0,0.0,11.0,6.666666666666668,1.6666666666666667,1.0,138.66666666666666,64.16666666666667,3.1666666666666665,2.1666666666666665,112.16666666666669,43.0,0.16666666666666666,20.33333333333333,17.666666666666668,1.5,0.0,143.5,67.33333333333333,0.4533333333333334,0.3333333333333333,1.8333333333333333,1.0,0.4,147.83333333333334,71.5,3.0,1.0,10.333333333333334,6.666666666666668,1.6666666666666667,0.6666666666666666,127.66666666666669,39.5,0.8333333333333334,0.5,108.0,24.66666666666667,0.0,11.833333333333336,9.333333333333334,0.0,0.0,130.16666666666666,40.66666666666666,0.355,0.16666666666666666,2.1666666666666665,0.5,0.061666666666666675,133.5,44.0,15.0,707.3333333333335,0.0,0.0,2.0,1.0,0.0,2.0,0.0,5.0,180.34,182.88,145.0,0.0,1.0,0.0,11.5,7.083333333333332,2.6666666666666665,1.9166666666666667,123.33333333333331,49.5,8.583333333333334,5.25,114.83333333333331,42.5,0.3333333333333333,8.25,7.083333333333332,1.0,0.0,134.58333333333334,56.66666666666666,0.425,0.25,1.5,1.0,0.19833333333333333,144.91666666666666,66.16666666666667,7.0,3.0,17.75,11.0,7.5,5.416666666666668,147.58333333333334,45.91666666666666,11.166666666666664,7.083333333333332,133.5,37.5,0.16666666666666666,15.0,9.916666666666666,0.4166666666666667,0.0,166.25,58.41666666666666,0.38916666666666666,0.0,5.333333333333333,0.5,0.08416666666666668,186.08333333333331,75.16666666666667,43.0,1027.9166666666667,11.0,0.0,0.0,6.0,3.0,0.0,0.0,9.0,170.18,177.8,145.0,29.0,32.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
Red,False,3,0.0,1.0,0.0,9.666666666666666,8.0,12.666666666666664,11.0,79.33333333333333,32.666666666666664,5.666666666666668,4.333333333333333,83.33333333333333,36.0,0.6666666666666666,4.666666666666667,4.0,0.3333333333333333,0.0,97.66666666666669,48.0,0.53,0.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,107.33333333333331,56.66666666666666,1.0,1.0,14.666666666666664,8.333333333333334,12.666666666666664,9.333333333333334,100.33333333333331,29.0,0.0,0.0,91.0,23.33333333333333,0.0,7.333333333333332,6.666666666666668,0.0,0.0,113.0,38.333333333333336,0.3633333333333333,0.0,2.333333333333333,0.3333333333333333,0.04666666666666667,114.66666666666669,40.0,6.0,503.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,182.88,187.96,170.0,3.0,0.0,0.0,4.25,2.9642857142857144,4.071428571428571,2.5357142857142856,36.357142857142854,10.571428571428571,13.178571428571427,9.821428571428571,47.57142857142857,18.571428571428573,0.03571428571428571,1.7857142857142858,1.3928571428571428,3.1785714285714284,0.17857142857142858,53.60714285714285,22.92857142857143,0.5282142857142856,0.8571428571428571,8.5,2.142857142857143,0.3617857142857143,93.03571428571428,56.03571428571429,7.0,9.0,5.7857142857142865,3.25,2.75,1.5714285714285714,60.714285714285715,19.464285714285715,6.5357142857142865,4.071428571428571,56.89285714285714,16.142857142857142,0.14285714285714285,7.321428571428571,5.7142857142857135,0.5,0.32142857142857145,70.0,25.107142857142854,0.4114285714285715,0.21428571428571427,1.1428571428571428,0.3928571428571429,0.13071428571428573,87.42857142857143,40.535714285714285,78.0,772.6428571428571,2.0,0.0,1.0,8.0,1.0,9.0,0.0,19.0,185.42,182.88,170.0,33.0,41.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
Red,False,3,0.0,5.0,0.0,19.2,11.0,6.8,4.2,119.8,49.4,1.2,1.0,85.4,23.6,0.4,23.2,20.0,0.0,0.0,127.8,54.6,0.442,0.0,2.4,0.8,0.322,135.8,61.0,5.0,0.0,15.8,12.2,5.8,3.2,83.2,35.8,0.4,0.4,63.6,19.0,0.0,10.0,8.2,0.2,0.0,89.4,39.4,0.4,0.0,3.4,0.6,0.256,95.0,44.6,13.0,694.2,0.0,0.0,0.0,3.0,2.0,0.0,0.0,5.0,175.26,185.42,155.0,0.0,3.0,0.0,8.454545454545455,5.8181818181818175,6.363636363636362,4.681818181818182,28.72727272727273,11.590909090909092,5.590909090909091,3.954545454545455,27.5,10.681818181818182,0.09090909090909093,4.727272727272728,3.727272727272727,1.3636363636363635,0.13636363636363635,40.68181818181818,20.227272727272727,0.484090909090909,1.2727272727272727,3.0909090909090913,1.318181818181818,0.4540909090909091,52.40909090909091,31.04545454545455,4.0,9.0,6.363636363636362,4.181818181818182,3.272727272727273,2.0454545454545454,32.18181818181818,12.772727272727273,8.090909090909092,5.181818181818182,34.45454545454545,13.863636363636365,0.045454545454545456,2.727272727272727,1.9545454545454544,0.9090909090909092,0.2727272727272727,43.54545454545455,20.0,0.4327272727272727,0.3636363636363637,1.5909090909090908,0.6363636363636364,0.2559090909090909,51.63636363636363,27.181818181818183,40.0,402.6363636363636,0.0,0.0,0.0,1.0,0.0,12.0,0.0,13.0,177.8,187.96,155.0,29.0,29.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
Red,False,3,1.0,0.0,0.0,1.0,0.75,1.0,0.75,97.0,40.0,0.25,0.25,96.75,40.25,0.0,0.5,0.0,0.25,0.0,98.25,41.0,0.375,0.25,0.5,0.25,0.25,104.0,46.5,3.0,1.0,11.0,5.25,2.0,1.0,74.75,30.75,24.5,19.5,77.0,36.0,0.25,13.25,10.0,1.0,0.0,101.25,51.25,0.49,0.0,1.25,0.75,0.1875,145.25,91.75,10.0,709.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,3.0,193.04,203.2,205.0,0.0,1.0,0.0,1.0,1.0,3.0,3.0,6.0,5.0,2.0,2.0,8.0,7.0,1.0,2.0,2.0,0.0,0.0,11.0,10.0,0.9,0.0,0.0,0.0,0.0,11.0,10.0,1.0,0.0,0.0,0.0,4.0,3.0,5.0,1.0,0.0,0.0,7.0,3.0,0.0,2.0,1.0,0.0,0.0,9.0,4.0,0.44,0.0,0.0,0.0,0.0,10.0,5.0,1.0,117.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,195.58,208.28,205.0,30.0,26.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
Red,False,3,1.0,0.0,0.0,10.4,5.0,6.2,3.2,77.4,31.0,9.4,6.0,76.6,30.0,0.6,6.0,5.2,0.2,0.2,93.0,40.2,0.43,0.2,0.8,0.2,0.1,104.0,50.2,1.0,3.0,13.8,8.6,11.2,7.6,68.2,27.2,7.2,4.4,65.6,24.6,0.0,7.2,6.0,2.8,0.0,86.6,39.2,0.45,0.0,3.8,1.6,0.382,123.0,68.6,13.0,698.4,0.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0,180.34,193.04,170.0,2.0,0.0,0.0,6.916666666666668,5.25,7.708333333333332,4.416666666666667,80.91666666666667,30.54166666666667,8.875,4.708333333333333,72.33333333333333,20.416666666666668,0.5416666666666666,18.25,14.0,0.9583333333333334,0.08333333333333333,97.5,39.66666666666666,0.45,0.25,0.7916666666666666,0.5416666666666666,0.3329166666666667,113.20833333333331,53.33333333333334,7.0,10.0,9.708333333333334,6.666666666666668,8.375,5.0,81.25,24.58333333333333,6.666666666666668,4.833333333333333,78.75,21.70833333333333,0.20833333333333331,7.833333333333332,6.041666666666668,1.7916666666666667,0.08333333333333333,96.29166666666669,34.416666666666664,0.3908333333333333,0.4166666666666667,4.75,1.75,0.2995833333333333,114.54166666666669,51.0,58.0,659.9583333333334,1.0,0.0,0.0,5.0,7.0,1.0,1.0,14.0,175.26,177.8,170.0,33.0,35.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0
